date,stock,action,amount,price,value
2025-02-20,SZ300502,SELL,4353.917969960204,3.7818007469177246,16465.650230814
2025-02-21,SZ002920,SELL,6415.439058273101,2.5713207721710205,16496.151713134914
2025-02-21,SZ002304,BUY,2425.7233200216842,6.948732852935791,16855.703325967155
2025-02-21,SH601601,SELL,14527.616868154724,0.8768282532691956,12738.224922668209
2025-02-21,SZ300832,BUY,3909.939452523486,4.33849573135376,16963.255624624802
2025-02-24,SH601888,BUY,655.169741936935,25.396671295166016,16639.13057851108
2025-02-24,SZ002304,SELL,2425.7233200216842,6.948732852935791,16855.703325967155
2025-02-24,SZ300832,SELL,3909.939452523486,4.33849573135376,16963.255624624802
2025-02-25,SZ000725,SELL,15851.281369320275,1.1557329893112183,18319.848801377742
2025-02-25,SH601788,BUY,11622.667462144836,1.2527873516082764,14560.730788524117
2025-02-25,SZ002466,BUY,5284.724245610453,2.756148099899292,14565.48268803097
2025-02-25,SZ002007,SELL,49.97718812631439,193.28219604492188,9659.70067320424
2025-02-26,SH600036,SELL,1540.3349795388099,13.87474536895752,21371.75562399938
2025-02-26,SZ002938,SELL,5882.176767688136,2.22491455078125,13087.340680696754
2025-02-27,SH603659,BUY,3021.88356685659,4.5487589836120605,13745.82002216857
2025-02-27,SZ002938,BUY,6552.544879257408,2.105491876602173,13796.330014347637
2025-02-27,SZ000661,SELL,318.3562956400811,60.503204345703125,19261.576009852903
2025-02-27,SH603986,BUY,677.935079721648,19.740812301635742,13382.989161479516
2025-02-28,SH601888,SELL,655.169741936935,25.238079071044922,16535.22575196046
2025-02-28,SH601788,SELL,11622.667462144836,1.0954174995422363,12731.673329393607
2025-02-28,SH600999,BUY,17146.385095985544,1.1101380586624146,19034.854663535552
2025-02-28,SZ300759,BUY,1749.3342832667356,9.721556663513184,17006.252358203794
2025-03-03,SZ002938,SELL,6552.544879257408,2.142031669616699,14035.758647954099
2025-03-03,SZ002241,BUY,622.8885586371756,27.909107208251953,17384.263561798467
2025-03-03,SH600999,SELL,17146.385095985544,1.1101380586624146,19034.854663535552
2025-03-03,SZ300502,BUY,4302.384771329514,3.9925806522369385,17177.61819648906
2025-03-04,SH603659,SELL,3021.88356685659,4.588592529296875,13866.192359283143
2025-03-04,SZ002129,BUY,2513.188527332136,6.1678786277771,15501.041805306484
2025-03-04,SZ002049,BUY,178.74642024472558,87.6231689453125,15662.327779473417
2025-03-04,SH603986,SELL,677.935079721648,20.452804565429688,13865.673693595862
2025-03-05,SZ300661,BUY,929.0790194338172,15.173868179321289,14097.722569061823
2025-03-05,SZ002241,SELL,622.8885586371756,29.071985244750977,18108.60698582417
2025-03-05,SH601100,SELL,910.9930690229104,5.971945285797119,5440.400763945219
2025-03-05,SH600803,BUY,3695.9999231078205,3.726652145385742,13773.706042795297
2025-03-06,SH603392,BUY,711.9177601500797,16.66666603088379,11865.295549876208
2025-03-06,SH600233,SELL,1693.0375114203455,5.780168056488037,9786.041341947881
2025-03-06,SH600803,SELL,3695.9999231078205,3.726652145385742,13773.706042795297
2025-03-07,SZ002049,SELL,178.74642024472558,82.43356323242188,14734.70433581264
2025-03-07,SH600760,BUY,1408.6805088923632,9.46493911743164,13333.075252578838
2025-03-07,SH600460,BUY,984.3258072639621,13.603482246398926,13390.2586437876
2025-03-07,SH600918,BUY,4999.048941138262,2.589540481567383,12945.23960241409
2025-03-07,SZ300661,SELL,929.0790194338172,13.666459083557129,12697.220404483642
2025-03-07,SZ002241,BUY,456.6516186562573,29.27872085571289,13370.17527094601
2025-03-10,SH600460,SELL,984.3258072639621,13.603482246398926,13390.2586437876
2025-03-10,SH600760,SELL,1408.6805088923632,9.46493911743164,13333.075252578838
2025-03-10,SZ002459,BUY,15881.889171005065,0.8005984425544739,12715.015735129418
2025-03-11,SH600809,BUY,175.4948035442094,76.08319854736328,13352.205982084597
2025-03-11,SZ002129,SELL,2513.188527332136,5.6907501220703125,14301.927918701062
2025-03-11,SH600918,SELL,4999.048941138262,2.6497621536254883,13246.290688349738
2025-03-11,SZ002180,BUY,2549.7177989227584,5.193591117858887,13242.191713531949
2025-03-12,SZ002241,SELL,456.6516186562573,34.13697052001953,15588.702843987858
2025-03-12,SZ002466,SELL,5284.724245610453,2.5320472717285156,13381.171607935486
2025-03-12,SZ300760,BUY,2814.655101019341,4.872944355010986,13715.657685815077
2025-03-12,SH601689,BUY,4300.784976120167,3.1926190853118896,13730.768196583884
2025-03-12,SZ000807,BUY,871.7480142673811,16.18500328063965,14109.244470808662
2025-03-13,SH603392,SELL,711.9177601500797,19.293651580810547,13735.49321852669
2025-03-13,SZ300760,SELL,2814.655101019341,4.872944355010986,13715.657685815077
2025-03-13,SH600760,BUY,1521.2688117264975,9.17503547668457,13957.695317164395
2025-03-13,SH600161,BUY,544.6659266289583,26.76227569580078,14576.499690552984
2025-03-14,SH601788,BUY,13052.713122740975,1.07136869430542,13984.26821545422
2025-03-14,SZ000661,BUY,215.48798250407188,63.778133392333984,13743.421292589628
2025-03-14,SH600760,SELL,1521.2688117264975,9.17503547668457,13957.695317164395
2025-03-14,SZ002180,SELL,2549.7177989227584,5.412179470062256,13799.530325782076
2025-03-17,SZ300394,BUY,2254.987624998273,6.497622489929199,14652.05830670081
2025-03-17,SH600161,SELL,544.6659266289583,27.026500701904297,14720.414048340897
2025-03-17,SH601633,BUY,2397.4395216926564,5.810182094573975,13929.560181762667
2025-03-17,SZ002459,SELL,15881.889171005065,0.8408641815185547,13354.51173874557
2025-03-18,SZ300124,BUY,1250.2230803304612,11.136301040649414,13922.860590528031
2025-03-18,SZ300832,BUY,3825.712744285228,3.6382741928100586,13918.991946637492
2025-03-18,SH601788,SELL,13052.713122740975,1.0651885271072388,13903.600265965786
2025-03-18,SH601633,SELL,2397.4395216926564,5.810182094573975,13929.560181762667
2025-03-19,SZ300124,SELL,1250.2230803304612,11.136301040649414,13922.860590528031
2025-03-19,SZ300408,BUY,5342.565865801124,2.8273329734802246,15105.212635369444
2025-03-19,SZ002241,BUY,435.68321716396207,34.696876525878906,15116.846790335678
2025-03-19,SZ300502,SELL,4302.384771329514,4.2873382568359375,18445.77882574936
2025-03-20,SZ300832,SELL,3825.712744285228,3.5639379024505615,13634.602653246277
